q49 0 q49_p0 1
q49 0 q49_p1 1
q50 0 q50_p1 1
q50 0 q50_p0 1
q51 0 q51_p0 1
q51 0 q51_p1 1
q52 0 q52_p1 1
q52 0 q52_p0 1
q53 0 q53_p0 1
q53 0 q53_p1 1
q54 0 q54_p0 1
q54 0 q54_p1 1
q55 0 q55_p0 1
q55 0 q55_p1 1
q56 0 q56_p0 1
q56 0 q56_p1 1
q57 0 q57_p0 1
q57 0 q57_p1 1
q58 0 q58_p0 1
q58 0 q58_p1 1
q59 0 q59_p1 1
q59 0 q59_p0 1
q60 0 q60_p0 1
q60 0 q60_p1 1
q61 0 q61_p1 1
q61 0 q61_p0 1
q62 0 q62_p0 1
q62 0 q62_p1 1
q63 0 q63_p0 1
q63 0 q63_p1 1
q64 0 q64_p0 1
q64 0 q64_p1 1
q65 0 q65_p1 1
q65 0 q65_p0 1
q66 0 q66_p1 1
q66 0 q66_p0 1
q67 0 q67_p0 1
q67 0 q67_p1 1
q68 0 q68_p0 1
q68 0 q68_p1 1
q69 0 q69_p0 1
q69 0 q69_p1 1
q70 0 q70_p1 1
q70 0 q70_p0 1
q71 0 q71_p0 1
q71 0 q71_p1 1
q72 0 q72_p1 1
q72 0 q72_p0 1
q73 0 q73_p1 1
q73 0 q73_p0 1
q74 0 q74_p1 1
q74 0 q74_p0 1
q75 0 q75_p0 1
q75 0 q75_p1 1
q76 0 q76_p1 1
q76 0 q76_p0 1
q77 0 q77_p1 1
q77 0 q77_p0 1
q78 0 q78_p1 1
q78 0 q78_p0 1
q79 0 q79_p0 1
q79 0 q79_p1 1
q80 0 q80_p0 1
q80 0 q80_p1 1
q81 0 q81_p0 1
q81 0 q81_p1 1
q82 0 q82_p1 1
q82 0 q82_p0 1
q83 0 q83_p0 1
q83 0 q83_p1 1
q84 0 q84_p1 1
q84 0 q84_p0 1
q85 0 q85_p1 1
q85 0 q85_p0 1
q86 0 q86_p0 1
q86 0 q86_p1 1
q87 0 q87_p0 1
q87 0 q87_p1 1
q88 0 q88_p0 1
q88 0 q88_p1 1
q89 0 q89_p1 1
q89 0 q89_p0 1
q90 0 q90_p0 1
q90 0 q90_p1 1
q91 0 q91_p0 1
q91 0 q91_p1 1
q92 0 q92_p0 1
q92 0 q92_p1 1
q93 0 q93_p1 1
q93 0 q93_p0 1
q94 0 q94_p0 1
q94 0 q94_p1 1
q95 0 q95_p0 1
q95 0 q95_p1 1
q96 0 q96_p0 1
q96 0 q96_p1 1
q97 0 q97_p1 1
q97 0 q97_p0 1
q98 0 q98_p0 1
q98 0 q98_p1 1
q99 0 q99_p0 1
q99 0 q99_p1 1
q100 0 q100_p0 1
q100 0 q100_p1 1
q101 0 q101_p1 1
q101 0 q101_p0 1
q102 0 q102_p0 1
q102 0 q102_p1 1
q103 0 q103_p0 1
q103 0 q103_p1 1
q104 0 q104_p0 1
q104 0 q104_p1 1
q105 0 q105_p1 1
q105 0 q105_p0 1
q106 0 q106_p0 1
q106 0 q106_p1 1
q107 0 q107_p0 1
q107 0 q107_p1 1
q108 0 q108_p1 1
q108 0 q108_p0 1
q109 0 q109_p0 1
q109 0 q109_p1 1
q110 0 q110_p1 1
q110 0 q110_p0 1
q111 0 q111_p0 1
q111 0 q111_p1 1
q112 0 q112_p1 1
q112 0 q112_p0 1
q113 0 q113_p0 1
q113 0 q113_p1 1
q114 0 q114_p1 1
q114 0 q114_p0 1
q115 0 q115_p1 1
q115 0 q115_p0 1
q116 0 q116_p1 1
q116 0 q116_p0 1
q117 0 q117_p0 1
q117 0 q117_p1 1
q118 0 q118_p0 1
q118 0 q118_p1 1
q119 0 q119_p1 1
q119 0 q119_p0 1
q120 0 q120_p1 1
q120 0 q120_p0 1
q121 0 q121_p1 1
q121 0 q121_p0 1
q122 0 q122_p0 1
q122 0 q122_p1 1
q123 0 q123_p0 1
q123 0 q123_p1 1
q124 0 q124_p1 1
q124 0 q124_p0 1
q125 0 q125_p1 1
q125 0 q125_p0 1
q126 0 q126_p1 1
q126 0 q126_p0 1
q127 0 q127_p1 1
q127 0 q127_p0 1
q128 0 q128_p1 1
q128 0 q128_p0 1
q129 0 q129_p1 1
q129 0 q129_p0 1
q130 0 q130_p1 1
q130 0 q130_p0 1
q131 0 q131_p0 1
q131 0 q131_p1 1
q132 0 q132_p0 1
q132 0 q132_p1 1
q133 0 q133_p1 1
q133 0 q133_p0 1
q134 0 q134_p1 1
q134 0 q134_p0 1
q135 0 q135_p1 1
q135 0 q135_p0 1
q136 0 q136_p1 1
q136 0 q136_p0 1
q137 0 q137_p1 1
q137 0 q137_p0 1
q138 0 q138_p1 1
q138 0 q138_p0 1
q139 0 q139_p1 1
q139 0 q139_p0 1
q140 0 q140_p1 1
q140 0 q140_p0 1
q141 0 q141_p0 1
q141 0 q141_p1 1
q142 0 q142_p0 1
q142 0 q142_p1 1
q143 0 q143_p1 1
q143 0 q143_p0 1
q144 0 q144_p1 1
q144 0 q144_p0 1
q145 0 q145_p1 1
q145 0 q145_p0 1
q146 0 q146_p1 1
q146 0 q146_p0 1
q147 0 q147_p1 1
q147 0 q147_p0 1
q148 0 q148_p0 1
q148 0 q148_p1 1
q149 0 q149_p0 1
q149 0 q149_p1 1
q150 0 q150_p1 1
q150 0 q150_p0 1
q151 0 q151_p1 1
q151 0 q151_p0 1
q152 0 q152_p0 1
q152 0 q152_p1 1
q153 0 q153_p0 1
q153 0 q153_p1 1
q154 0 q154_p1 1
q154 0 q154_p0 1
q155 0 q155_p0 1
q155 0 q155_p1 1
q156 0 q156_p0 1
q156 0 q156_p1 1
q157 0 q157_p1 1
q157 0 q157_p0 1
q158 0 q158_p0 1
q158 0 q158_p1 1
q159 0 q159_p0 1
q159 0 q159_p1 1
q160 0 q160_p0 1
q160 0 q160_p1 1
q161 0 q161_p1 1
q161 0 q161_p0 1
q162 0 q162_p1 1
q162 0 q162_p0 1
q163 0 q163_p0 1
q163 0 q163_p1 1
q164 0 q164_p0 1
q164 0 q164_p1 1
q165 0 q165_p1 1
q165 0 q165_p0 1
q166 0 q166_p0 1
q166 0 q166_p1 1
q167 0 q167_p1 1
q167 0 q167_p0 1
q168 0 q168_p0 1
q168 0 q168_p1 1
q169 0 q169_p0 1
q169 0 q169_p1 1
q170 0 q170_p0 1
q170 0 q170_p1 1
q171 0 q171_p1 1
q171 0 q171_p0 1
q172 0 q172_p1 1
q172 0 q172_p0 1
q173 0 q173_p1 1
q173 0 q173_p0 1
q174 0 q174_p0 1
q174 0 q174_p1 1
q175 0 q175_p1 1
q175 0 q175_p0 1
q176 0 q176_p0 1
q176 0 q176_p1 1
q177 0 q177_p1 1
q177 0 q177_p0 1
q178 0 q178_p0 1
q178 0 q178_p1 1
q179 0 q179_p0 1
q179 0 q179_p1 1
q180 0 q180_p1 1
q180 0 q180_p0 1
q181 0 q181_p1 1
q181 0 q181_p0 1
q182 0 q182_p1 1
q182 0 q182_p0 1
q183 0 q183_p1 1
q183 0 q183_p0 1
q184 0 q184_p1 1
q184 0 q184_p0 1
q185 0 q185_p0 1
q185 0 q185_p1 1
q186 0 q186_p0 1
q186 0 q186_p1 1
q187 0 q187_p0 1
q187 0 q187_p1 1
q188 0 q188_p1 1
q188 0 q188_p0 1
q189 0 q189_p0 1
q189 0 q189_p1 1
q190 0 q190_p0 1
q190 0 q190_p1 1
q191 0 q191_p0 1
q191 0 q191_p1 1
q192 0 q192_p0 1
q192 0 q192_p1 1
q193 0 q193_p1 1
q193 0 q193_p0 1
q194 0 q194_p1 1
q194 0 q194_p0 1
q195 0 q195_p0 1
q195 0 q195_p1 1
q196 0 q196_p0 1
q196 0 q196_p1 1
q197 0 q197_p1 1
q197 0 q197_p0 1
q198 0 q198_p0 1
q198 0 q198_p1 1
q199 0 q199_p1 1
q199 0 q199_p0 1
q200 0 q200_p0 1
q200 0 q200_p1 1
q201 0 q201_p0 1
q201 0 q201_p1 1
q202 0 q202_p0 1
q202 0 q202_p1 1
q203 0 q203_p1 1
q203 0 q203_p0 1
q204 0 q204_p0 1
q204 0 q204_p1 1
q205 0 q205_p0 1
q205 0 q205_p1 1
q206 0 q206_p0 1
q206 0 q206_p1 1
q207 0 q207_p1 1
q207 0 q207_p0 1
q208 0 q208_p0 1
q208 0 q208_p1 1
q209 0 q209_p0 1
q209 0 q209_p1 1
q210 0 q210_p0 1
q210 0 q210_p1 1
q211 0 q211_p1 1
q211 0 q211_p0 1
q212 0 q212_p1 1
q212 0 q212_p0 1
q213 0 q213_p0 1
q213 0 q213_p1 1
q214 0 q214_p1 1
q214 0 q214_p0 1
q215 0 q215_p0 1
q215 0 q215_p1 1
q216 0 q216_p1 1
q216 0 q216_p0 1
q217 0 q217_p0 1
q217 0 q217_p1 1
q218 0 q218_p1 1
q218 0 q218_p0 1
q219 0 q219_p0 1
q219 0 q219_p1 1
q220 0 q220_p1 1
q220 0 q220_p0 1
q221 0 q221_p1 1
q221 0 q221_p0 1
q222 0 q222_p1 1
q222 0 q222_p0 1
q223 0 q223_p1 1
q223 0 q223_p0 1
q224 0 q224_p0 1
q224 0 q224_p1 1
q225 0 q225_p0 1
q225 0 q225_p1 1
q226 0 q226_p1 1
q226 0 q226_p0 1
q227 0 q227_p1 1
q227 0 q227_p0 1
q228 0 q228_p1 1
q228 0 q228_p0 1
q229 0 q229_p0 1
q229 0 q229_p1 1
q230 0 q230_p0 1
q230 0 q230_p1 1
q231 0 q231_p0 1
q231 0 q231_p1 1
q232 0 q232_p1 1
q232 0 q232_p0 1
q233 0 q233_p1 1
q233 0 q233_p0 1
q234 0 q234_p0 1
q234 0 q234_p1 1
q235 0 q235_p1 1
q235 0 q235_p0 1
q236 0 q236_p0 1
q236 0 q236_p1 1
q237 0 q237_p0 1
q237 0 q237_p1 1
q238 0 q238_p1 1
q238 0 q238_p0 1
q239 0 q239_p0 1
q239 0 q239_p1 1
q240 0 q240_p0 1
q240 0 q240_p1 1
q241 0 q241_p1 1
q241 0 q241_p0 1
q242 0 q242_p1 1
q242 0 q242_p0 1
q243 0 q243_p0 1
q243 0 q243_p1 1
q244 0 q244_p0 1
q244 0 q244_p1 1
q245 0 q245_p0 1
q245 0 q245_p1 1
q246 0 q246_p1 1
q246 0 q246_p0 1
q247 0 q247_p0 1
q247 0 q247_p1 1
q248 0 q248_p0 1
q248 0 q248_p1 1
q249 0 q249_p0 1
q249 0 q249_p1 1
q250 0 q250_p0 1
q250 0 q250_p1 1
q251 0 q251_p0 1
q251 0 q251_p1 1
q252 0 q252_p0 1
q252 0 q252_p1 1
q253 0 q253_p0 1
q253 0 q253_p1 1
q254 0 q254_p0 1
q254 0 q254_p1 1
q255 0 q255_p0 1
q255 0 q255_p1 1
q256 0 q256_p1 1
q256 0 q256_p0 1
q257 0 q257_p1 1
q257 0 q257_p0 1
q258 0 q258_p1 1
q258 0 q258_p0 1
q259 0 q259_p0 1
q259 0 q259_p1 1
q260 0 q260_p0 1
q260 0 q260_p1 1
q261 0 q261_p1 1
q261 0 q261_p0 1
q262 0 q262_p0 1
q262 0 q262_p1 1
q263 0 q263_p1 1
q263 0 q263_p0 1
q264 0 q264_p0 1
q264 0 q264_p1 1
q265 0 q265_p0 1
q265 0 q265_p1 1
q266 0 q266_p0 1
q266 0 q266_p1 1
q267 0 q267_p1 1
q267 0 q267_p0 1
q268 0 q268_p1 1
q268 0 q268_p0 1
q269 0 q269_p1 1
q269 0 q269_p0 1
q270 0 q270_p1 1
q270 0 q270_p0 1
q271 0 q271_p1 1
q271 0 q271_p0 1
q272 0 q272_p1 1
q272 0 q272_p0 1
q273 0 q273_p0 1
q273 0 q273_p1 1
q274 0 q274_p1 1
q274 0 q274_p0 1
q275 0 q275_p0 1
q275 0 q275_p1 1
q276 0 q276_p0 1
q276 0 q276_p1 1
q277 0 q277_p0 1
q277 0 q277_p1 1
q278 0 q278_p1 1
q278 0 q278_p0 1
q279 0 q279_p0 1
q279 0 q279_p1 1
q280 0 q280_p1 1
q280 0 q280_p0 1
q281 0 q281_p0 1
q281 0 q281_p1 1
q282 0 q282_p1 1
q282 0 q282_p0 1
q283 0 q283_p1 1
q283 0 q283_p0 1
q284 0 q284_p0 1
q284 0 q284_p1 1
q285 0 q285_p0 1
q285 0 q285_p1 1
q286 0 q286_p0 1
q286 0 q286_p1 1
q287 0 q287_p0 1
q287 0 q287_p1 1
q288 0 q288_p1 1
q288 0 q288_p0 1
q289 0 q289_p0 1
q289 0 q289_p1 1
q290 0 q290_p0 1
q290 0 q290_p1 1
q291 0 q291_p0 1
q291 0 q291_p1 1
q292 0 q292_p1 1
q292 0 q292_p0 1
q293 0 q293_p1 1
q293 0 q293_p0 1
q294 0 q294_p0 1
q294 0 q294_p1 1
q295 0 q295_p0 1
q295 0 q295_p1 1
q296 0 q296_p0 1
q296 0 q296_p1 1
q297 0 q297_p0 1
q297 0 q297_p1 1
q298 0 q298_p1 1
q298 0 q298_p0 1
q299 0 q299_p0 1
q299 0 q299_p1 1
q300 0 q300_p0 1
q300 0 q300_p1 1
q301 0 q301_p0 1
q301 0 q301_p1 1
q302 0 q302_p0 1
q302 0 q302_p1 1
q303 0 q303_p0 1
q303 0 q303_p1 1
q304 0 q304_p0 1
q304 0 q304_p1 1
q305 0 q305_p1 1
q305 0 q305_p0 1
q306 0 q306_p0 1
q306 0 q306_p1 1
q307 0 q307_p0 1
q307 0 q307_p1 1
q308 0 q308_p1 1
q308 0 q308_p0 1
q309 0 q309_p1 1
q309 0 q309_p0 1
q310 0 q310_p1 1
q310 0 q310_p0 1
q311 0 q311_p1 1
q311 0 q311_p0 1
q312 0 q312_p0 1
q312 0 q312_p1 1
q313 0 q313_p0 1
q313 0 q313_p1 1
q314 0 q314_p1 1
q314 0 q314_p0 1
q315 0 q315_p1 1
q315 0 q315_p0 1
q316 0 q316_p1 1
q316 0 q316_p0 1
q317 0 q317_p0 1
q317 0 q317_p1 1
q318 0 q318_p0 1
q318 0 q318_p1 1
q319 0 q319_p0 1
q319 0 q319_p1 1
q320 0 q320_p1 1
q320 0 q320_p0 1
q321 0 q321_p1 1
q321 0 q321_p0 1
q322 0 q322_p1 1
q322 0 q322_p0 1
q323 0 q323_p1 1
q323 0 q323_p0 1
q324 0 q324_p1 1
q324 0 q324_p0 1
q325 0 q325_p0 1
q325 0 q325_p1 1
q326 0 q326_p1 1
q326 0 q326_p0 1
q327 0 q327_p1 1
q327 0 q327_p0 1
q328 0 q328_p1 1
q328 0 q328_p0 1
q329 0 q329_p0 1
q329 0 q329_p1 1
q330 0 q330_p1 1
q330 0 q330_p0 1
q331 0 q331_p1 1
q331 0 q331_p0 1
q332 0 q332_p0 1
q332 0 q332_p1 1
q333 0 q333_p0 1
q333 0 q333_p1 1
q334 0 q334_p1 1
q334 0 q334_p0 1
q335 0 q335_p0 1
q335 0 q335_p1 1
q336 0 q336_p1 1
q336 0 q336_p0 1
q337 0 q337_p1 1
q337 0 q337_p0 1
q338 0 q338_p0 1
q338 0 q338_p1 1
q339 0 q339_p0 1
q339 0 q339_p1 1
q340 0 q340_p1 1
q340 0 q340_p0 1
q341 0 q341_p0 1
q341 0 q341_p1 1
q342 0 q342_p1 1
q342 0 q342_p0 1
q343 0 q343_p1 1
q343 0 q343_p0 1
q344 0 q344_p0 1
q344 0 q344_p1 1
q345 0 q345_p0 1
q345 0 q345_p1 1
q346 0 q346_p1 1
q346 0 q346_p0 1
q347 0 q347_p0 1
q347 0 q347_p1 1
q348 0 q348_p1 1
q348 0 q348_p0 1
q349 0 q349_p1 1
q349 0 q349_p0 1
q350 0 q350_p1 1
q350 0 q350_p0 1
q351 0 q351_p1 1
q351 0 q351_p0 1
q352 0 q352_p0 1
q352 0 q352_p1 1
q353 0 q353_p0 1
q353 0 q353_p1 1
q354 0 q354_p0 1
q354 0 q354_p1 1
q355 0 q355_p0 1
q355 0 q355_p1 1
q356 0 q356_p0 1
q356 0 q356_p1 1
q357 0 q357_p0 1
q357 0 q357_p1 1
q358 0 q358_p0 1
q358 0 q358_p1 1
q359 0 q359_p0 1
q359 0 q359_p1 1
q360 0 q360_p1 1
q360 0 q360_p0 1
q361 0 q361_p0 1
q361 0 q361_p1 1
q362 0 q362_p0 1
q362 0 q362_p1 1
q363 0 q363_p0 1
q363 0 q363_p1 1
q364 0 q364_p0 1
q364 0 q364_p1 1
q365 0 q365_p1 1
q365 0 q365_p0 1
q366 0 q366_p0 1
q366 0 q366_p1 1
q367 0 q367_p1 1
q367 0 q367_p0 1
q368 0 q368_p0 1
q368 0 q368_p1 1
q369 0 q369_p0 1
q369 0 q369_p1 1
q370 0 q370_p0 1
q370 0 q370_p1 1
q371 0 q371_p1 1
q371 0 q371_p0 1
q372 0 q372_p1 1
q372 0 q372_p0 1
q373 0 q373_p0 1
q373 0 q373_p1 1
q374 0 q374_p0 1
q374 0 q374_p1 1
q375 0 q375_p1 1
q375 0 q375_p0 1
q376 0 q376_p1 1
q376 0 q376_p0 1
q377 0 q377_p1 1
q377 0 q377_p0 1
q378 0 q378_p0 1
q378 0 q378_p1 1
q379 0 q379_p1 1
q379 0 q379_p0 1
q380 0 q380_p1 1
q380 0 q380_p0 1
q381 0 q381_p0 1
q381 0 q381_p1 1
q382 0 q382_p1 1
q382 0 q382_p0 1
q383 0 q383_p1 1
q383 0 q383_p0 1
q384 0 q384_p0 1
q384 0 q384_p1 1
q385 0 q385_p1 1
q385 0 q385_p0 1
q386 0 q386_p0 1
q386 0 q386_p1 1
q387 0 q387_p0 1
q387 0 q387_p1 1
q388 0 q388_p1 1
q388 0 q388_p0 1
q389 0 q389_p1 1
q389 0 q389_p0 1
q390 0 q390_p0 1
q390 0 q390_p1 1
q391 0 q391_p1 1
q391 0 q391_p0 1
q392 0 q392_p1 1
q392 0 q392_p0 1
q393 0 q393_p1 1
q393 0 q393_p0 1
q394 0 q394_p0 1
q394 0 q394_p1 1
q395 0 q395_p0 1
q395 0 q395_p1 1
q396 0 q396_p1 1
q396 0 q396_p0 1
q397 0 q397_p0 1
q397 0 q397_p1 1
q398 0 q398_p0 1
q398 0 q398_p1 1
q399 0 q399_p1 1
q399 0 q399_p0 1
q400 0 q400_p1 1
q400 0 q400_p0 1
q401 0 q401_p1 1
q401 0 q401_p0 1
q402 0 q402_p0 1
q402 0 q402_p1 1
q403 0 q403_p1 1
q403 0 q403_p0 1
q404 0 q404_p0 1
q404 0 q404_p1 1
q405 0 q405_p0 1
q405 0 q405_p1 1
q406 0 q406_p0 1
q406 0 q406_p1 1
q407 0 q407_p1 1
q407 0 q407_p0 1
q408 0 q408_p0 1
q408 0 q408_p1 1
q409 0 q409_p1 1
q409 0 q409_p0 1
q410 0 q410_p1 1
q410 0 q410_p0 1
q411 0 q411_p1 1
q411 0 q411_p0 1
q412 0 q412_p1 1
q412 0 q412_p0 1
q413 0 q413_p1 1
q413 0 q413_p0 1
q414 0 q414_p1 1
q414 0 q414_p0 1
q415 0 q415_p1 1
q415 0 q415_p0 1
q416 0 q416_p0 1
q416 0 q416_p1 1
q417 0 q417_p0 1
q417 0 q417_p1 1
q418 0 q418_p0 1
q418 0 q418_p1 1
q419 0 q419_p1 1
q419 0 q419_p0 1
q420 0 q420_p0 1
q420 0 q420_p1 1
q421 0 q421_p0 1
q421 0 q421_p1 1
q422 0 q422_p1 1
q422 0 q422_p0 1
q423 0 q423_p1 1
q423 0 q423_p0 1
q424 0 q424_p1 1
q424 0 q424_p0 1
q425 0 q425_p1 1
q425 0 q425_p0 1
q426 0 q426_p1 1
q426 0 q426_p0 1
q427 0 q427_p1 1
q427 0 q427_p0 1
q428 0 q428_p1 1
q428 0 q428_p0 1
q429 0 q429_p0 1
q429 0 q429_p1 1
q430 0 q430_p0 1
q430 0 q430_p1 1
q431 0 q431_p0 1
q431 0 q431_p1 1
q432 0 q432_p1 1
q432 0 q432_p0 1
q433 0 q433_p1 1
q433 0 q433_p0 1
q434 0 q434_p0 1
q434 0 q434_p1 1
q435 0 q435_p1 1
q435 0 q435_p0 1
q436 0 q436_p1 1
q436 0 q436_p0 1
q437 0 q437_p1 1
q437 0 q437_p0 1
q438 0 q438_p0 1
q438 0 q438_p1 1
q439 0 q439_p0 1
q439 0 q439_p1 1
q440 0 q440_p1 1
q440 0 q440_p0 1
q441 0 q441_p0 1
q441 0 q441_p1 1
q442 0 q442_p1 1
q442 0 q442_p0 1
q443 0 q443_p1 1
q443 0 q443_p0 1
q444 0 q444_p0 1
q444 0 q444_p1 1
q445 0 q445_p1 1
q445 0 q445_p0 1
q446 0 q446_p1 1
q446 0 q446_p0 1
q447 0 q447_p0 1
q447 0 q447_p1 1
q448 0 q448_p0 1
q448 0 q448_p1 1
q449 0 q449_p1 1
q449 0 q449_p0 1
q450 0 q450_p1 1
q450 0 q450_p0 1
q451 0 q451_p0 1
q451 0 q451_p1 1
q452 0 q452_p1 1
q452 0 q452_p0 1
q453 0 q453_p0 1
q453 0 q453_p1 1
q454 0 q454_p1 1
q454 0 q454_p0 1
q455 0 q455_p1 1
q455 0 q455_p0 1
q456 0 q456_p1 1
q456 0 q456_p0 1
q457 0 q457_p1 1
q457 0 q457_p0 1
q458 0 q458_p1 1
q458 0 q458_p0 1
q459 0 q459_p1 1
q459 0 q459_p0 1
q460 0 q460_p1 1
q460 0 q460_p0 1
q461 0 q461_p1 1
q461 0 q461_p0 1
q462 0 q462_p0 1
q462 0 q462_p1 1
q463 0 q463_p1 1
q463 0 q463_p0 1
q464 0 q464_p1 1
q464 0 q464_p0 1
q465 0 q465_p0 1
q465 0 q465_p1 1
q466 0 q466_p0 1
q466 0 q466_p1 1
q467 0 q467_p1 1
q467 0 q467_p0 1
q468 0 q468_p1 1
q468 0 q468_p0 1
q469 0 q469_p1 1
q469 0 q469_p0 1
q470 0 q470_p0 1
q470 0 q470_p1 1
q471 0 q471_p1 1
q471 0 q471_p0 1
q472 0 q472_p1 1
q472 0 q472_p0 1
q473 0 q473_p1 1
q473 0 q473_p0 1
q474 0 q474_p0 1
q474 0 q474_p1 1
q475 0 q475_p1 1
q475 0 q475_p0 1
q476 0 q476_p1 1
q476 0 q476_p0 1
q477 0 q477_p0 1
q477 0 q477_p1 1
q478 0 q478_p0 1
q478 0 q478_p1 1
q479 0 q479_p0 1
q479 0 q479_p1 1
q480 0 q480_p1 1
q480 0 q480_p0 1
q481 0 q481_p1 1
q481 0 q481_p0 1
q482 0 q482_p0 1
q482 0 q482_p1 1
q483 0 q483_p1 1
q483 0 q483_p0 1
q484 0 q484_p0 1
q484 0 q484_p1 1
q485 0 q485_p0 1
q485 0 q485_p1 1
q486 0 q486_p1 1
q486 0 q486_p0 1
q487 0 q487_p0 1
q487 0 q487_p1 1
q488 0 q488_p0 1
q488 0 q488_p1 1
q489 0 q489_p1 1
q489 0 q489_p0 1
q490 0 q490_p1 1
q490 0 q490_p0 1
q491 0 q491_p1 1
q491 0 q491_p0 1
q492 0 q492_p0 1
q492 0 q492_p1 1
q493 0 q493_p1 1
q493 0 q493_p0 1
q494 0 q494_p0 1
q494 0 q494_p1 1
q495 0 q495_p0 1
q495 0 q495_p1 1
q496 0 q496_p0 1
q496 0 q496_p1 1
q497 0 q497_p1 1
q497 0 q497_p0 1
q498 0 q498_p1 1
q498 0 q498_p0 1
q499 0 q499_p0 1
q499 0 q499_p1 1
q500 0 q500_p1 1
q500 0 q500_p0 1
q501 0 q501_p1 1
q501 0 q501_p0 1
q502 0 q502_p1 1
q502 0 q502_p0 1
q503 0 q503_p1 1
q503 0 q503_p0 1
q504 0 q504_p0 1
q504 0 q504_p1 1
q505 0 q505_p1 1
q505 0 q505_p0 1
q506 0 q506_p0 1
q506 0 q506_p1 1
q507 0 q507_p1 1
q507 0 q507_p0 1
q508 0 q508_p1 1
q508 0 q508_p0 1
q509 0 q509_p0 1
q509 0 q509_p1 1
q510 0 q510_p0 1
q510 0 q510_p1 1
q511 0 q511_p1 1
q511 0 q511_p0 1
q512 0 q512_p0 1
q512 0 q512_p1 1
q513 0 q513_p1 1
q513 0 q513_p0 1
q514 0 q514_p1 1
q514 0 q514_p0 1
q515 0 q515_p1 1
q515 0 q515_p0 1
q516 0 q516_p1 1
q516 0 q516_p0 1
q517 0 q517_p1 1
q517 0 q517_p0 1
q518 0 q518_p0 1
q518 0 q518_p1 1
q519 0 q519_p0 1
q519 0 q519_p1 1
q520 0 q520_p1 1
q520 0 q520_p0 1
q521 0 q521_p1 1
q521 0 q521_p0 1
q522 0 q522_p0 1
q522 0 q522_p1 1
q523 0 q523_p0 1
q523 0 q523_p1 1
q524 0 q524_p1 1
q524 0 q524_p0 1
q525 0 q525_p1 1
q525 0 q525_p0 1
q526 0 q526_p1 1
q526 0 q526_p0 1
q527 0 q527_p1 1
q527 0 q527_p0 1
q528 0 q528_p1 1
q528 0 q528_p0 1
q529 0 q529_p1 1
q529 0 q529_p0 1
q530 0 q530_p0 1
q530 0 q530_p1 1
q531 0 q531_p1 1
q531 0 q531_p0 1
q532 0 q532_p0 1
q532 0 q532_p1 1
q533 0 q533_p1 1
q533 0 q533_p0 1
q534 0 q534_p0 1
q534 0 q534_p1 1
q535 0 q535_p0 1
q535 0 q535_p1 1
q536 0 q536_p1 1
q536 0 q536_p0 1
q537 0 q537_p0 1
q537 0 q537_p1 1
